meeting_key,session_key,driver_number,i1_speed,i2_speed,st_speed,date_start,lap_duration,is_pit_out_lap,duration_sector_1,duration_sector_2,duration_sector_3,segments_sector_1,segments_sector_2,segments_sector_3,lap_number
1143,7783,27,285,324,321,2023-04-01T05:36:47.701000+00:00,77.663,FALSE,27.116,17.568,32.979,,,,13
1143,7783,18,283,316,321,2023-04-01T05:46:56.366000+00:00,77.67,FALSE,26.972,17.653,33.045,,,,19
1143,7783,10,285,315,318,2023-04-01T06:02:33.808000+00:00,77.675,FALSE,26.846,17.652,33.177,,,,22
1143,7783,55,285,315,318,2023-04-01T05:40:00.918000+00:00,77.676,FALSE,26.963,17.664,33.049,,,,15
1143,7783,14,283,315,315,2023-04-01T05:35:02.218000+00:00,77.681,FALSE,26.942,17.627,33.112,,,,13
1143,7783,44,285,316,323,2023-04-01T05:22:27.086000+00:00,77.689,FALSE,27.052,17.679,32.958,,,,8
1143,7783,10,285,321,319,2023-04-01T06:05:29.088000+00:00,77.694,FALSE,26.902,17.602,33.19,,,,24
1143,7783,23,286,320,323,2023-04-01T05:59:56.451000+00:00,77.723,FALSE,26.927,17.415,33.381,,,,24
1143,7783,27,286,323,320,2023-04-01T06:05:33.931000+00:00,77.735,FALSE,26.986,17.649,33.1,,,,25
1143,7783,55,284,318,320,2023-04-01T05:36:27.311000+00:00,77.743,FALSE,26.966,17.676,33.101,,,,13
1143,7783,44,286,318,321,2023-04-01T05:38:19.528000+00:00,77.756,FALSE,26.885,17.621,33.25,,,,13
1143,7783,23,286,320,324,2023-04-01T05:43:31.228000+00:00,77.761,FALSE,26.879,17.486,33.396,,,,19
1143,7783,44,283,314,321,2023-04-01T05:44:32.024000+00:00,77.762,FALSE,27.096,17.647,33.019,,,,17
1143,7783,31,285,319,319,2023-04-01T05:43:18.494000+00:00,77.768,FALSE,26.987,17.678,33.103,,,,15
1143,7783,31,285,321,319,2023-04-01T05:24:56.787000+00:00,77.77,FALSE,27.14,17.587,33.043,,,,9
