air_temperature,humidity,pressure,rainfall,track_temperature,wind_direction,wind_speed,date,session_key,meeting_key
24.7,17,1017.5,0,29.8,338,0.8,2023-03-04T14:45:42.421000+00:00,7768,1141
24.6,17,1017.5,0,29.7,17,0.8,2023-03-04T14:46:42.217000+00:00,7768,1141
24.6,17,1017.5,0,29.6,323,0.5,2023-03-04T14:47:42.231000+00:00,7768,1141
24.6,17,1017.5,0,29.6,345,1,2023-03-04T14:48:42.246000+00:00,7768,1141
24.6,18,1017.4,0,29.5,355,0.8,2023-03-04T14:49:42.260000+00:00,7768,1141
24.5,18,1017.5,0,29.5,345,0.8,2023-03-04T14:50:42.259000+00:00,7768,1141
24.5,17,1017.5,0,29.4,351,1.2,2023-03-04T14:51:42.258000+00:00,7768,1141
24.4,17,1017.4,0,29.4,357,1.2,2023-03-04T14:52:42.257000+00:00,7768,1141
24.4,17,1017.5,0,29.3,328,0.8,2023-03-04T14:53:42.256000+00:00,7768,1141
24.4,17,1017.5,0,29.3,340,1.1,2023-03-04T14:54:42.255000+00:00,7768,1141
24.4,17,1017.5,0,29.3,325,1,2023-03-04T14:55:42.254000+00:00,7768,1141
24.4,17,1017.5,0,29.2,350,0.8,2023-03-04T14:56:42.253000+00:00,7768,1141
24.4,16,1017.5,0,29.2,345,1.1,2023-03-04T14:57:42.252000+00:00,7768,1141
24.3,17,1017.5,0,29.1,9,1,2023-03-04T14:58:42.251000+00:00,7768,1141
24.3,17,1017.5,0,29,47,0.6,2023-03-04T14:59:42.250000+00:00,7768,1141
24.3,17,1017.5,0,29,316,0.4,2023-03-04T15:00:42.248000+00:00,7768,1141
24.4,17,1017.5,0,29.1,0,0.4,2023-03-04T15:01:42.247000+00:00,7768,1141
24.4,16,1017.5,0,29.1,109,0,2023-03-04T15:02:42.262000+00:00,7768,1141
24.4,17,1017.5,0,29.1,23,0.4,2023-03-04T15:03:42.245000+00:00,7768,1141
24.4,17,1017.5,0,29.1,0,0,2023-03-04T15:04:42.260000+00:00,7768,1141
24.3,16,1017.5,0,29.1,133,0,2023-03-04T15:05:42.259000+00:00,7768,1141
24.3,17,1017.5,0,28.9,174,0.6,2023-03-04T15:06:42.273000+00:00,7768,1141
24.3,16,1017.5,0,29,217,0.4,2023-03-04T15:07:42.288000+00:00,7768,1141
24.3,16,1017.5,0,29,71,0,2023-03-04T15:08:42.287000+00:00,7768,1141
24.4,16,1017.5,0,29,0,0.8,2023-03-04T15:09:42.286000+00:00,7768,1141
24.4,16,1017.5,0,29,330,0,2023-03-04T15:10:42.300000+00:00,7768,1141
24.4,15,1017.5,0,29,344,0.5,2023-03-04T15:11:42.299000+00:00,7768,1141
24.3,15,1017.5,0,28.9,352,0.8,2023-03-04T15:12:42.314000+00:00,7768,1141
24.3,16,1017.5,0,28.7,319,0.6,2023-03-04T15:13:42.328000+00:00,7768,1141
24.3,16,1017.5,0,28.7,344,0.6,2023-03-04T15:14:42.343000+00:00,7768,1141
24.2,16,1017.5,0,28.7,352,0.6,2023-03-04T15:15:42.342000+00:00,7768,1141
24.3,16,1017.5,0,28.7,333,0.4,2023-03-04T15:16:42.340000+00:00,7768,1141
24.3,16,1017.5,0,28.6,130,0.8,2023-03-04T15:17:42.339000+00:00,7768,1141
24.4,16,1017.5,0,28.7,124,0.3,2023-03-04T15:18:42.370000+00:00,7768,1141
24.4,16,1017.7,0,28.6,0,0.5,2023-03-04T15:19:42.368000+00:00,7768,1141
24.4,16,1017.7,0,28.6,0,0.4,2023-03-04T15:20:42.383000+00:00,7768,1141
24.4,15,1017.7,0,28.7,41,0,2023-03-04T15:21:42.382000+00:00,7768,1141
24.3,15,1017.5,0,28.7,317,0,2023-03-04T15:22:42.381000+00:00,7768,1141
24.2,15,1017.7,0,28.6,94,0.6,2023-03-04T15:23:42.380000+00:00,7768,1141
24.1,16,1017.5,0,28.6,77,0.5,2023-03-04T15:24:42.379000+00:00,7768,1141
24.1,15,1017.5,0,28.4,13,0.5,2023-03-04T15:25:42.378000+00:00,7768,1141
24.1,15,1017.7,0,28.4,291,0.8,2023-03-04T15:26:42.376000+00:00,7768,1141
24,16,1017.7,0,28.4,0,0.6,2023-03-04T15:27:42.375000+00:00,7768,1141
24.1,16,1017.7,0,28.3,0,0.4,2023-03-04T15:28:42.374000+00:00,7768,1141
24.2,16,1017.7,0,28.3,184,0,2023-03-04T15:29:42.373000+00:00,7768,1141
24.1,17,1017.7,0,28.3,105,0.3,2023-03-04T15:30:42.372000+00:00,7768,1141
24,17,1017.7,0,28.2,0,0,2023-03-04T15:31:42.387000+00:00,7768,1141
24,17,1017.7,0,28.2,0,0.5,2023-03-04T15:32:42.386000+00:00,7768,1141
24,17,1017.7,0,28.2,339,0.6,2023-03-04T15:33:42.400000+00:00,7768,1141
24,17,1017.7,0,28.1,128,0.6,2023-03-04T15:34:42.415000+00:00,7768,1141
24,18,1017.7,0,28.1,320,0.3,2023-03-04T15:35:42.429000+00:00,7768,1141
23.9,18,1017.7,0,28,21,0.5,2023-03-04T15:36:42.444000+00:00,7768,1141
23.9,19,1017.7,0,27.9,323,0.6,2023-03-04T15:37:42.458000+00:00,7768,1141
23.8,20,1017.7,0,27.9,123,0.6,2023-03-04T15:38:42.473000+00:00,7768,1141
23.8,20,1017.7,0,27.8,342,0.5,2023-03-04T15:39:42.487000+00:00,7768,1141
23.8,20,1017.7,0,27.8,238,0,2023-03-04T15:40:42.486000+00:00,7768,1141
23.9,20,1017.7,0,27.7,0,0.4,2023-03-04T15:41:42.470000+00:00,7768,1141
23.9,20,1017.9,0,27.7,0,0,2023-03-04T15:42:42.468000+00:00,7768,1141
23.8,20,1017.9,0,27.7,180,0,2023-03-04T15:43:42.467000+00:00,7768,1141
23.8,20,1017.9,0,27.7,0,0.4,2023-03-04T15:44:42.513000+00:00,7768,1141
23.7,21,1017.9,0,27.7,268,0,2023-03-04T15:45:42.731000+00:00,7768,1141
23.6,21,1017.7,0,27.6,319,0.8,2023-03-04T15:46:42.495000+00:00,7768,1141
23.6,21,1017.7,0,27.6,310,0.8,2023-03-04T15:47:42.510000+00:00,7768,1141
23.6,23,1017.7,0,27.5,294,0.6,2023-03-04T15:48:42.509000+00:00,7768,1141
23.6,24,1017.7,0,27.4,90,0.5,2023-03-04T15:49:42.539000+00:00,7768,1141
23.6,26,1017.7,0,27.4,0,0.5,2023-03-04T15:50:42.507000+00:00,7768,1141
23.6,26,1017.7,0,27.3,0,0,2023-03-04T15:51:42.506000+00:00,7768,1141
23.5,26,1017.7,0,27.3,293,0,2023-03-04T15:52:42.504000+00:00,7768,1141
23.5,27,1017.7,0,27.4,323,0.6,2023-03-04T15:53:42.503000+00:00,7768,1141
23.5,28,1017.7,0,27.3,321,0.8,2023-03-04T15:54:42.502000+00:00,7768,1141
23.4,28,1017.7,0,27.3,358,1,2023-03-04T15:55:42.501000+00:00,7768,1141
23.3,29,1017.7,0,27.3,220,0.8,2023-03-04T15:56:42.500000+00:00,7768,1141
23.3,29,1017.7,0,27.1,310,0.5,2023-03-04T15:57:42.499000+00:00,7768,1141
23.2,30,1017.7,0,27.1,321,0.8,2023-03-04T15:58:42.514000+00:00,7768,1141
23.2,30,1017.7,0,27,322,0.8,2023-03-04T15:59:42.497000+00:00,7768,1141
23.1,31,1017.7,0,26.9,338,1.3,2023-03-04T16:00:42.496000+00:00,7768,1141
23.1,31,1017.7,0,26.8,334,0.8,2023-03-04T16:01:42.510000+00:00,7768,1141
23.1,32,1017.7,0,26.8,335,0.8,2023-03-04T16:02:42.509000+00:00,7768,1141
23.1,32,1017.7,0,26.8,343,1,2023-03-04T16:03:42.508000+00:00,7768,1141
23.1,32,1017.7,0,26.8,346,1,2023-03-04T16:04:42.523000+00:00,7768,1141
23.1,33,1017.9,0,26.8,319,1.2,2023-03-04T16:05:42.584000+00:00,7768,1141
23.1,33,1017.7,0,26.8,327,1.1,2023-03-04T16:06:42.552000+00:00,7768,1141
23.1,33,1017.7,0,26.7,331,0.8,2023-03-04T16:07:42.551000+00:00,7768,1141
23,33,1017.9,0,26.6,329,0.8,2023-03-04T16:08:42.565000+00:00,7768,1141
23.1,33,1017.7,0,26.6,293,0.8,2023-03-04T16:09:42.595000+00:00,7768,1141
23.1,33,1017.7,0,26.7,20,0.6,2023-03-04T16:10:42.594000+00:00,7768,1141
23.1,33,1017.7,0,26.7,0,0.6,2023-03-04T16:11:42.609000+00:00,7768,1141
23.1,33,1017.7,0,26.7,337,0.6,2023-03-04T16:12:43.186000+00:00,7768,1141
23.1,33,1017.7,0,26.7,313,1.1,2023-03-04T16:13:42.622000+00:00,7768,1141
23.1,33,1017.7,0,26.7,318,1.1,2023-03-04T16:14:42.621000+00:00,7768,1141
23.1,33,1017.9,0,26.7,0,1.1,2023-03-04T16:15:42.636000+00:00,7768,1141
23.1,33,1017.9,0,26.7,311,0.4,2023-03-04T16:16:42.635000+00:00,7768,1141
23.1,33,1017.9,0,26.7,318,1.2,2023-03-04T16:17:42.634000+00:00,7768,1141
23.1,33,1017.9,0,26.7,332,1,2023-03-04T16:18:42.633000+00:00,7768,1141
23.1,34,1017.7,0,26.7,335,1.2,2023-03-04T16:19:42.631000+00:00,7768,1141
27,48,1010.2,0,32.4,320,2,2023-03-18T16:45:55.353000+00:00,7775,1142
27,48,1010.2,0,32.4,328,1.8,2023-03-18T16:46:55.383000+00:00,7775,1142
27,48,1010.2,0,32.4,320,1.6,2023-03-18T16:47:55.367000+00:00,7775,1142
27,48,1010.2,0,32.4,303,2,2023-03-18T16:48:55.366000+00:00,7775,1142
27,49,1010.2,0,32.4,307,1.8,2023-03-18T16:49:55.365000+00:00,7775,1142
27,48,1010.2,0,32.4,327,1.8,2023-03-18T16:50:55.365000+00:00,7775,1142
27,48,1010.2,0,32.3,316,1.7,2023-03-18T16:51:55.364000+00:00,7775,1142
27,49,1010.2,0,32.3,312,1.8,2023-03-18T16:52:55.363000+00:00,7775,1142
27,48,1010.2,0,32.3,310,2,2023-03-18T16:53:55.363000+00:00,7775,1142
26.9,49,1010.2,0,32,319,1.7,2023-03-18T16:54:55.362000+00:00,7775,1142
26.9,49,1010.2,0,32.2,326,2.4,2023-03-18T16:55:55.361000+00:00,7775,1142
26.9,49,1010.2,0,32.2,331,1.8,2023-03-18T16:56:55.361000+00:00,7775,1142
26.9,50,1010.2,0,32,326,2,2023-03-18T16:57:55.360000+00:00,7775,1142
26.9,49,1010.2,0,32,309,2.2,2023-03-18T16:58:55.359000+00:00,7775,1142
26.9,49,1010.2,0,32.3,311,1.8,2023-03-18T16:59:55.358000+00:00,7775,1142
26.9,49,1010.2,0,31.9,322,2,2023-03-18T17:00:55.358000+00:00,7775,1142
26.8,49,1010.2,0,31.9,305,2.7,2023-03-18T17:01:55.388000+00:00,7775,1142
26.8,50,1010.2,0,31.9,319,2.7,2023-03-18T17:02:55.356000+00:00,7775,1142
26.9,49,1010.2,0,32.1,321,2,2023-03-18T17:03:55.356000+00:00,7775,1142
27,49,1010.2,0,32.1,320,1.7,2023-03-18T17:04:55.371000+00:00,7775,1142
27,49,1010.2,0,32.1,328,1.3,2023-03-18T17:05:55.370000+00:00,7775,1142
27.1,49,1010,0,32.3,312,1.2,2023-03-18T17:06:55.369000+00:00,7775,1142
27.1,49,1010.2,0,32.3,0,1.8,2023-03-18T17:07:55.369000+00:00,7775,1142
27.2,48,1010.2,0,32.3,110,1.1,2023-03-18T17:08:55.368000+00:00,7775,1142
27.3,47,1010.2,0,32.4,293,1.1,2023-03-18T17:09:55.367000+00:00,7775,1142
27.3,45,1010.2,0,32.3,316,1.1,2023-03-18T17:10:55.366000+00:00,7775,1142
27.3,45,1010.4,0,32.3,82,0.8,2023-03-18T17:11:55.366000+00:00,7775,1142
27.4,44,1010.5,0,32.3,288,1.2,2023-03-18T17:12:55.349000+00:00,7775,1142
27.3,46,1010.4,0,32.1,315,1.3,2023-03-18T17:13:55.364000+00:00,7775,1142
27.2,46,1010.4,0,31.9,292,1,2023-03-18T17:14:55.379000+00:00,7775,1142
27.2,45,1010.4,0,31.9,314,1.3,2023-03-18T17:15:55.394000+00:00,7775,1142
27.3,44,1010.4,0,32,74,1.3,2023-03-18T17:16:55.394000+00:00,7775,1142
27.2,44,1010.5,0,32.2,324,0.8,2023-03-18T17:17:55.409000+00:00,7775,1142
27.3,43,1010.5,0,32,293,1.3,2023-03-18T17:18:55.408000+00:00,7775,1142
27.4,42,1010.4,0,32,281,1.1,2023-03-18T17:19:55.407000+00:00,7775,1142
27.4,41,1010.5,0,32,294,1,2023-03-18T17:20:55.422000+00:00,7775,1142
27.4,41,1010.7,0,31.9,292,0.8,2023-03-18T17:21:55.437000+00:00,7775,1142
27.4,41,1010.5,0,31.9,303,1.5,2023-03-18T17:22:55.452000+00:00,7775,1142
27.2,41,1010.5,0,31.8,310,1.2,2023-03-18T17:23:55.451000+00:00,7775,1142
27.1,41,1010.5,0,31.7,1,1.1,2023-03-18T17:24:55.451000+00:00,7775,1142
27.1,41,1010.5,0,31.4,325,1,2023-03-18T17:25:55.465000+00:00,7775,1142
27,41,1010.5,0,31.4,323,2,2023-03-18T17:26:55.465000+00:00,7775,1142
27,41,1010.5,0,31.4,301,1.7,2023-03-18T17:27:55.448000+00:00,7775,1142
27,41,1010.5,0,31.4,326,2.2,2023-03-18T17:28:55.479000+00:00,7775,1142
27,41,1010.5,0,31.5,315,2.2,2023-03-18T17:29:55.478000+00:00,7775,1142
27.1,41,1010.7,0,31.6,82,0.8,2023-03-18T17:30:55.478000+00:00,7775,1142
27.2,40,1010.7,0,31.6,297,1.2,2023-03-18T17:31:55.493000+00:00,7775,1142
27.3,41,1010.7,0,31.7,320,1.2,2023-03-18T17:32:55.523000+00:00,7775,1142
27.3,41,1010.7,0,31.6,0,1.1,2023-03-18T17:33:55.491000+00:00,7775,1142
27.2,41,1010.7,0,31.5,329,0.6,2023-03-18T17:34:55.490000+00:00,7775,1142
27.2,41,1010.5,0,31.3,346,1.2,2023-03-18T17:35:55.490000+00:00,7775,1142
27.1,41,1010.5,0,31.3,292,1.1,2023-03-18T17:36:55.489000+00:00,7775,1142
27.1,41,1010.5,0,31.2,0,1.8,2023-03-18T17:37:55.488000+00:00,7775,1142
27.1,41,1010.7,0,31.3,83,1.1,2023-03-18T17:38:55.488000+00:00,7775,1142
27.1,41,1010.7,0,31.5,316,0.8,2023-03-18T17:39:55.487000+00:00,7775,1142
27.1,41,1010.7,0,31.5,62,1.5,2023-03-18T17:40:55.502000+00:00,7775,1142
27.1,42,1010.7,0,31.5,321,0.8,2023-03-18T17:41:55.517000+00:00,7775,1142
27.1,42,1010.5,0,31.3,320,1.5,2023-03-18T17:42:55.532000+00:00,7775,1142
27.1,43,1010.7,0,31.2,303,1.8,2023-03-18T17:43:55.531000+00:00,7775,1142
27.1,43,1010.7,0,31.2,328,1.8,2023-03-18T17:44:55.530000+00:00,7775,1142
27,43,1010.7,0,31.1,318,1.6,2023-03-18T17:45:55.530000+00:00,7775,1142
27,43,1010.7,0,31.1,322,1.6,2023-03-18T17:46:55.545000+00:00,7775,1142
26.8,43,1010.7,0,31.1,335,1.2,2023-03-18T17:47:55.560000+00:00,7775,1142
26.8,43,1010.9,0,31.1,288,1.7,2023-03-18T17:48:55.575000+00:00,7775,1142
26.8,44,1010.7,0,31.1,316,2.2,2023-03-18T17:49:55.590000+00:00,7775,1142
26.7,44,1010.7,0,31,330,2.4,2023-03-18T17:50:55.573000+00:00,7775,1142
26.6,44,1010.7,0,30.8,316,2.5,2023-03-18T17:51:55.588000+00:00,7775,1142
26.8,45,1010.7,0,30.8,281,2,2023-03-18T17:52:55.588000+00:00,7775,1142
26.8,45,1010.7,0,30.9,295,1.7,2023-03-18T17:53:55.571000+00:00,7775,1142
26.8,44,1010.7,0,30.9,330,1.6,2023-03-18T17:54:55.586000+00:00,7775,1142
26.8,45,1010.7,0,31.1,310,1.2,2023-03-18T17:55:55.585000+00:00,7775,1142
26.8,45,1010.9,0,31.1,325,2,2023-03-18T17:56:55.600000+00:00,7775,1142
26.7,45,1010.7,0,30.8,314,2.2,2023-03-18T17:57:55.615000+00:00,7775,1142
26.7,45,1010.7,0,30.8,293,2,2023-03-18T17:58:55.615000+00:00,7775,1142
26.7,45,1010.7,0,30.8,320,1.2,2023-03-18T17:59:55.614000+00:00,7775,1142
26.7,45,1010.7,0,30.9,315,2,2023-03-18T18:00:55.629000+00:00,7775,1142
26.8,45,1010.7,0,31,78,1.3,2023-03-18T18:01:55.644000+00:00,7775,1142
26.8,45,1010.7,0,31,290,0.8,2023-03-18T18:02:55.659000+00:00,7775,1142
26.8,45,1010.7,0,31,300,0.6,2023-03-18T18:03:55.658000+00:00,7775,1142
26.8,45,1010.9,0,30.9,302,1.8,2023-03-18T18:04:55.657000+00:00,7775,1142
14.5,65,1019,1,20.9,0,0.8,2023-04-01T04:45:46.252000+00:00,7783,1143
14.4,66,1019,1,20.4,122,1.2,2023-04-01T04:46:46.251000+00:00,7783,1143
14.4,66,1019,1,20.3,295,1.2,2023-04-01T04:47:46.251000+00:00,7783,1143
14.4,66,1019,1,20.3,346,0.8,2023-04-01T04:48:46.250000+00:00,7783,1143
14.3,65,1019.2,0,20.5,151,1.5,2023-04-01T04:49:46.249000+00:00,7783,1143
14.3,63,1019,0,20.6,141,2,2023-04-01T04:50:46.248000+00:00,7783,1143
14.4,62,1019,0,20.6,143,2,2023-04-01T04:51:46.248000+00:00,7783,1143
14.4,61,1019,0,20.7,144,1.2,2023-04-01T04:52:46.247000+00:00,7783,1143
14.5,61,1019,0,20.8,144,1.8,2023-04-01T04:53:46.246000+00:00,7783,1143
14.5,60,1019,0,21,142,1.8,2023-04-01T04:54:46.261000+00:00,7783,1143
14.6,59,1019,0,21,139,1.6,2023-04-01T04:55:46.261000+00:00,7783,1143
14.6,59,1019,0,21.2,144,1.5,2023-04-01T04:56:46.260000+00:00,7783,1143
14.6,59,1019,0,21.2,12,1.7,2023-04-01T04:57:46.259000+00:00,7783,1143
14.7,59,1019,0,21.2,156,1.1,2023-04-01T04:58:46.259000+00:00,7783,1143
14.7,59,1019,0,21.3,147,1.7,2023-04-01T04:59:46.258000+00:00,7783,1143
14.8,60,1018.9,0,21.6,168,1.2,2023-04-01T05:00:46.273000+00:00,7783,1143
14.8,57,1018.9,0,21.7,145,2.9,2023-04-01T05:01:46.288000+00:00,7783,1143
14.8,57,1019,0,21.8,150,1.1,2023-04-01T05:02:46.303000+00:00,7783,1143
14.8,57,1018.9,0,21.9,133,1,2023-04-01T05:03:46.302000+00:00,7783,1143
14.9,55,1019,0,22.1,113,1.1,2023-04-01T05:04:46.301000+00:00,7783,1143
14.9,55,1018.9,0,22.2,352,1.1,2023-04-01T05:05:46.301000+00:00,7783,1143
14.9,54,1019,0,22.3,130,0.4,2023-04-01T05:06:46.300000+00:00,7783,1143
14.9,53,1019,0,22.3,113,1.7,2023-04-01T05:07:46.299000+00:00,7783,1143
14.9,54,1019,0,22.4,0,1.7,2023-04-01T05:08:46.299000+00:00,7783,1143
15,53,1019,0,22.5,22,1.7,2023-04-01T05:09:46.298000+00:00,7783,1143
15,53,1018.7,0,22.5,137,1.2,2023-04-01T05:10:46.297000+00:00,7783,1143
15,53,1019,0,22.5,130,1.7,2023-04-01T05:11:46.296000+00:00,7783,1143
15,53,1018.7,0,22.6,165,2,2023-04-01T05:12:46.311000+00:00,7783,1143
15.1,53,1018.7,0,22.7,151,0.6,2023-04-01T05:13:46.326000+00:00,7783,1143
15.1,52,1018.7,0,22.9,156,1.7,2023-04-01T05:14:46.341000+00:00,7783,1143
15.2,52,1019,0,22.9,135,1.2,2023-04-01T05:15:46.341000+00:00,7783,1143
15.2,53,1018.9,0,23,107,1.1,2023-04-01T05:16:46.356000+00:00,7783,1143
15.3,52,1018.9,0,23.1,128,1.1,2023-04-01T05:17:46.355000+00:00,7783,1143
15.3,51,1018.7,0,23.2,49,1,2023-04-01T05:18:46.370000+00:00,7783,1143
15.4,50,1018.7,0,23.5,177,0.6,2023-04-01T05:19:46.432000+00:00,7783,1143
15.4,49,1018.9,0,23.6,150,2,2023-04-01T05:20:46.368000+00:00,7783,1143
15.4,49,1018.9,0,23.7,142,1.1,2023-04-01T05:21:46.368000+00:00,7783,1143
15.5,48,1018.7,0,23.7,156,1.5,2023-04-01T05:22:46.367000+00:00,7783,1143
15.5,47,1018.7,0,23.5,113,1.2,2023-04-01T05:23:46.382000+00:00,7783,1143
15.6,47,1018.9,0,23.9,115,0.8,2023-04-01T05:24:46.381000+00:00,7783,1143
15.7,47,1018.9,0,23.9,27,1.2,2023-04-01T05:25:46.365000+00:00,7783,1143
15.7,46,1018.7,0,24.3,146,0.8,2023-04-01T05:26:46.380000+00:00,7783,1143
15.6,47,1018.7,0,24.2,152,1.3,2023-04-01T05:27:46.379000+00:00,7783,1143
15.7,47,1018.9,0,24,187,2.4,2023-04-01T05:28:46.378000+00:00,7783,1143
15.8,47,1018.9,0,24,99,1.2,2023-04-01T05:29:46.378000+00:00,7783,1143
15.8,47,1018.7,0,23.9,0,1.2,2023-04-01T05:30:46.377000+00:00,7783,1143
15.7,47,1018.9,0,23.9,101,1.5,2023-04-01T05:31:46.376000+00:00,7783,1143
15.7,48,1018.7,0,23.9,24,0.6,2023-04-01T05:32:46.376000+00:00,7783,1143
15.6,50,1018.9,0,23.7,151,0.6,2023-04-01T05:33:46.391000+00:00,7783,1143
15.6,50,1018.9,0,23.7,156,1.7,2023-04-01T05:34:46.374000+00:00,7783,1143
15.5,49,1019,0,23.7,0,2,2023-04-01T05:35:46.374000+00:00,7783,1143
15.5,50,1018.9,0,23.7,124,1.2,2023-04-01T05:36:46.420000+00:00,7783,1143
15.6,51,1018.9,0,23.7,156,1.2,2023-04-01T05:37:46.404000+00:00,7783,1143
15.7,51,1018.9,0,23.7,160,1,2023-04-01T05:38:46.419000+00:00,7783,1143
15.6,52,1018.9,0,23.7,0,1,2023-04-01T05:39:46.433000+00:00,7783,1143
15.6,51,1018.9,0,23.9,146,0.8,2023-04-01T05:40:46.417000+00:00,7783,1143
15.7,51,1019,0,24,158,1.8,2023-04-01T05:41:46.417000+00:00,7783,1143
15.6,52,1018.7,0,24,156,1.2,2023-04-01T05:42:46.416000+00:00,7783,1143
15.7,52,1019,0,24.2,130,1.3,2023-04-01T05:43:46.415000+00:00,7783,1143
15.6,52,1019,0,24,154,1.7,2023-04-01T05:44:46.430000+00:00,7783,1143
15.6,53,1019,0,24,143,1.6,2023-04-01T05:45:46.414000+00:00,7783,1143
15.6,52,1018.9,0,24,129,1.5,2023-04-01T05:46:46.413000+00:00,7783,1143
15.6,50,1018.9,0,23.9,146,1.1,2023-04-01T05:47:46.428000+00:00,7783,1143
15.6,50,1018.9,0,23.9,142,2.7,2023-04-01T05:48:46.427000+00:00,7783,1143
15.6,51,1019,0,23.9,35,0.8,2023-04-01T05:49:46.427000+00:00,7783,1143
15.6,51,1018.9,0,23.8,59,1,2023-04-01T05:50:46.457000+00:00,7783,1143
15.6,51,1018.9,0,23.8,115,0.8,2023-04-01T05:51:46.472000+00:00,7783,1143
15.6,52,1019,0,23.8,41,1,2023-04-01T05:52:46.487000+00:00,7783,1143
15.6,52,1018.9,0,23.8,135,1.1,2023-04-01T05:53:46.502000+00:00,7783,1143
15.5,52,1018.9,0,23.6,164,1.6,2023-04-01T05:54:46.501000+00:00,7783,1143
15.5,52,1019,0,23.6,186,1.7,2023-04-01T05:55:46.501000+00:00,7783,1143
15.4,52,1019,0,23.3,80,1.3,2023-04-01T05:56:46.500000+00:00,7783,1143
15.4,52,1019,0,23.3,143,1.6,2023-04-01T05:57:46.499000+00:00,7783,1143
15.3,51,1019,0,23.3,40,0.6,2023-04-01T05:58:46.499000+00:00,7783,1143
15.4,50,1018.9,0,23.3,111,1.8,2023-04-01T05:59:46.498000+00:00,7783,1143
15.4,50,1018.9,0,23.2,144,1.1,2023-04-01T06:00:46.513000+00:00,7783,1143
15.4,51,1019,0,23.1,138,2.2,2023-04-01T06:01:46.497000+00:00,7783,1143
15.3,52,1018.9,0,22.9,106,1.7,2023-04-01T06:02:46.496000+00:00,7783,1143
15.4,51,1018.7,0,22.9,73,0.6,2023-04-01T06:03:46.495000+00:00,7783,1143
15.4,51,1019,0,22.8,134,0.8,2023-04-01T06:04:46.494000+00:00,7783,1143
15.3,52,1019,0,22.6,135,1.2,2023-04-01T06:05:46.494000+00:00,7783,1143
15.3,52,1019,0,22.5,143,1.1,2023-04-01T06:06:46.509000+00:00,7783,1143
15.3,52,1019,0,22.5,136,0.6,2023-04-01T06:07:46.508000+00:00,7783,1143
15.3,53,1019,0,22.4,156,1.1,2023-04-01T06:08:46.507000+00:00,7783,1143
15.3,53,1019,0,22.3,0,1.2,2023-04-01T06:09:46.491000+00:00,7783,1143
15.2,53,1019,0,22.2,149,1.7,2023-04-01T06:10:46.506000+00:00,7783,1143
15.2,54,1019,0,22.1,126,1.7,2023-04-01T06:11:46.505000+00:00,7783,1143
15.2,54,1019,0,21.8,136,1.2,2023-04-01T06:12:46.505000+00:00,7783,1143
15.1,54,1019,0,21.7,321,1.7,2023-04-01T06:13:46.504000+00:00,7783,1143
15.1,55,1019,0,21.6,149,1.3,2023-04-01T06:14:46.503000+00:00,7783,1143
14.9,55,1019.2,0,21.6,109,1.2,2023-04-01T06:15:46.518000+00:00,7783,1143
14.9,56,1019,0,21.6,170,0.8,2023-04-01T06:16:46.517000+00:00,7783,1143
14.9,57,1019,0,21.5,165,1.1,2023-04-01T06:17:46.517000+00:00,7783,1143
14.8,56,1019,0,21.5,134,1.1,2023-04-01T06:18:46.516000+00:00,7783,1143
14.8,57,1019.2,0,21.4,0,1.7,2023-04-01T06:19:46.515000+00:00,7783,1143
20,76,1011.7,0,39.7,290,0.8,2023-04-28T12:46:02.140000+00:00,9064,1207
20,76,1011.7,0,39.7,318,1.6,2023-04-28T12:47:02.155000+00:00,9064,1207
19.9,76,1011.7,0,39.4,325,0.6,2023-04-28T12:48:02.154000+00:00,9064,1207
19.8,76,1011.9,0,39.3,39,1,2023-04-28T12:49:02.169000+00:00,9064,1207
19.8,77,1011.7,0,39.1,341,0.8,2023-04-28T12:50:02.184000+00:00,9064,1207
19.8,77,1011.7,0,39,259,0.8,2023-04-28T12:51:02.183000+00:00,9064,1207
19.7,77,1011.9,0,39,110,1.1,2023-04-28T12:52:02.198000+00:00,9064,1207
19.7,77,1011.7,0,38.9,290,1.2,2023-04-28T12:53:02.229000+00:00,9064,1207
19.5,78,1011.7,0,38.9,300,1.3,2023-04-28T12:54:02.228000+00:00,9064,1207
19.7,78,1011.7,0,38.8,41,1.3,2023-04-28T12:55:02.243000+00:00,9064,1207
19.6,78,1011.7,0,38.9,259,1,2023-04-28T12:56:02.227000+00:00,9064,1207
19.6,78,1011.7,0,38.8,71,0.6,2023-04-28T12:57:02.226000+00:00,9064,1207
19.7,78,1011.7,0,38.6,159,0.8,2023-04-28T12:58:02.553000+00:00,9064,1207
19.8,78,1011.7,0,38.4,352,0.6,2023-04-28T12:59:02.225000+00:00,9064,1207
19.6,78,1011.7,0,38.4,81,0.8,2023-04-28T13:00:02.224000+00:00,9064,1207
19.6,78,1011.7,0,38.5,306,0.6,2023-04-28T13:01:02.223000+00:00,9064,1207
19.7,78,1011.7,0,38.2,308,0.8,2023-04-28T13:02:02.223000+00:00,9064,1207
19.6,78,1011.5,0,38.1,0,1.7,2023-04-28T13:03:02.222000+00:00,9064,1207
19.7,78,1011.7,0,37.8,26,1.1,2023-04-28T13:04:02.221000+00:00,9064,1207
19.6,78,1011.7,0,37.7,358,0.8,2023-04-28T13:05:02.221000+00:00,9064,1207
19.6,78,1011.7,0,37.6,306,0.8,2023-04-28T13:06:02.220000+00:00,9064,1207
